text,label
Your debit card transaction of INR 9925 was successful. Thank you.,safe
Your fixed deposit has matured today. Thank you. Thank you. Thank you. Thank you.,safe
Government subsidy is awaiting approval. Please update your KYC immediately.,scam
Your PayPal account requires verification. Please confirm your account details immediately.,scam
Your ATM withdrawal of INR 5767 was successful. Thank you. Thank you.,safe
Your cheque has been cleared. Thank you.,safe
Please call me when you are free. Thank you.,safe
Your package is on hold due to unpaid delivery fee. Please secure your account immediately.,scam
Your account recovery request is incomplete. Please restore your account access immediately.,scam
Thanks for your help earlier. Thank you.,safe
Your account recovery request is incomplete. Please restore your account access immediately.,scam
Your debit card will be deactivated. Please update your KYC immediately.,scam
Please call me when you are free. Thank you.,safe
URGENT! Your bank account has been suspended. Please update your payment details immediately.,scam
Please call me when you are free. Thank you. Thank you.,safe
Government subsidy is awaiting approval. Please secure your account immediately.,scam
URGENT! Your bank account has been suspended. Please restore your account access immediately.,scam
A new beneficiary was added to your account.,safe
A new beneficiary was added to your account. Thank you. Thank you.,safe
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
A new beneficiary was added to your account. Thank you. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you.,safe
Your package is on hold due to unpaid delivery fee. Please update your KYC immediately.,scam
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Hey are we still meeting tomorrow.,safe
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Your debit card will be deactivated. Please update your KYC immediately.,scam
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Government subsidy is awaiting approval. Please update your KYC immediately.,scam
Your online banking access has been restricted. Please secure your account immediately.,scam
Your income tax refund is pending. Please secure your account immediately.,scam
Your subscription payment failed. Please confirm your banking credentials immediately.,scam
Security alert: unusual activity detected on your bank account. Please confirm your banking credentials immediately.,scam
A new beneficiary was added to your account.,safe
Your subscription payment failed. Please verify your account immediately.,scam
Your fixed deposit has matured today. Thank you. Thank you. Thank you. Thank you.,safe
The class has been moved to a different time. Thank you.,safe
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
Your income tax refund is pending. Please complete account verification immediately.,scam
Your fixed deposit has matured today. Thank you. Thank you. Thank you.,safe
Your fixed deposit has matured today. Thank you. Thank you. Thank you.,safe
Your debit card will be deactivated. Please update your payment details immediately.,scam
Thanks for your help earlier. Thank you. Thank you.,safe
Your online banking access has been restricted. Please secure your account immediately.,scam
Your debit card transaction of INR 2031 was successful.,safe
Your account recovery request is incomplete. Please unlock your account immediately.,scam
Reminder your appointment is scheduled. Thank you. Thank you.,safe
Your crypto wallet requires verification. Please validate your identity immediately.,scam
Your package is on hold due to unpaid delivery fee. Please secure your account immediately.,scam
Security alert: unusual activity detected on your bank account. Please validate your identity immediately.,scam
